번호,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,소재지전화,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,좌표정보(x),좌표정보(y),,
966,1,영업/정상,13,영업중,,,,02-374-9090,,서울특별시 서대문구 북가좌동 150번지 지하1층호,"서울특별시 서대문구 수색로 102, 지하1층 (북가좌동, 남수주상복합빌딩)",3709,키즈 돌핀 아카데미,191836.2755,452295.3328,,
967,1,영업/정상,13,영업중,,,,02-395-0202,,서울특별시 서대문구 홍제동 459번지 홍제원현대아파트상가 지하4층,"서울특별시 서대문구 통일로34길 37 (홍제동, 현대종합상가)",3632,F.M.C 스포츠클럽,195477.913,453929.325,,
968,1,영업/정상,13,영업중,,,,031-791-0818,,경기도 하남시 망월동 1129-4번지 에코타워,"경기도 하남시 미사강변동로84번길 39, 에코타워 902,903,904,905,906호 (망월동)",12912,쁘띠몽드 스위밍 아카데미,217182.1121,451252.6155,,
969,1,영업/정상,13,영업중,,,,,,전라남도 진도군 의신면 초사리 산 287,전라남도 진도군 의신면 송군길 30-40,58936,쏠비치 호텔앤리조트 진도 인피니티풀,137893.6542,100475.8722,,
970,1,영업/정상,13,영업중,,,,032-930-7110,,인천광역시 강화군 길상면 온수리 470-39번지 노인문화센터,"인천광역시 강화군 길상면 마니산로 36, 노인문화센터",23050,노인문화센터,154689.7346,460211.386,,
971,1,영업/정상,13,영업중,,,,041-529-5040,,충청남도 천안시 서북구 성환읍 매주리 393-10번지,충청남도 천안시 서북구 성환읍 성환1로 45,31019,천안북부스포츠센터수영장,211706.7513,377595.1053,,
972,1,영업/정상,13,영업중,,,,,,충청북도 청주시 흥덕구 복대동 288-6,"충청북도 청주시 흥덕구 대농로 33, 테라스퀘어 311~315호 (복대동)",28424,아이푸른어린이수영장,238016.4713,349109.9414,,
973,1,영업/정상,13,영업중,,,,,,전라남도 화순군 화순읍 삼천리 663-1,전라남도 화순군 화순읍 충의로 29,58137,스마일어린이수영장,198184.0989,172995.0651,,
974,1,영업/정상,13,영업중,,,,02-400-8889,,서울특별시 송파구 문정동 96-15 부일빌딩 지하층 101호,"서울특별시 송파구 새말로 133, 부일빌딩 지하층 101호 (문정동)",5802,헬로우 키즈 스위밍,211333.1946,442366.0253,,
975,1,영업/정상,13,영업중,,,,,,경상남도 양산시 물금읍 범어리 2710-1 양산 유림노르웨이숲,"경상남도 양산시 물금읍 범구로 14, BE동 1호 (양산 유림노르웨이숲)",50611,망고키즈수영장 양산점,382883.3411,204962.556,,
976,1,영업/정상,13,영업중,,,,,,경기도 시흥시 은행동 0,"경기도 시흥시 수인로 3244, 4층 402호 (은행동)",14923,어스플레잉 수영,182094.5343,437438.0973,,
977,1,영업/정상,13,영업중,,,,,,광주광역시 북구 각화동 330,광주광역시 북구 동문대로248번길 48 (각화동),61139,주식회사 어반수영장,194166.9295,187045.6989,,
978,1,영업/정상,13,영업중,,,,032-833-1138,,인천광역시 연수구 송도동 21-26,"인천광역시 연수구 해돋이로 160-19, 7층 701~706호 (송도동)",22002,하비엘럭스,168658.279,432754.3976,,
979,1,영업/정상,13,영업중,,,,061-751-0990,,전라남도 순천시 용당동 433-2,"전라남도 순천시 삼산로 92-73, 1층 (용당동)",57935,라이언 스위밍 센터 용당점,245103.7937,163672.4843,,
980,1,영업/정상,13,영업중,,,,,,경상남도 양산시 물금읍 범어리 2715-39 나래타워,"경상남도 양산시 물금읍 범구로 47, 나래타워 105~107호",50611,점프키즈센터 양산점,383244.1307,204809.4981,,
981,1,영업/정상,13,영업중,,,,033-330-5440,,강원특별자치도 평창군 진부면 간평리 221-1 켄싱턴플로라호텔,"강원특별자치도 평창군 진부면 진고개로 231, 켄싱턴플로라호텔",25322,켄싱턴호텔평창 실외수영장,340818.1375,466311.108,,
982,1,영업/정상,13,영업중,,,,033-335-8001,,강원특별자치도 평창군 봉평면 평촌리 550-1,강원특별자치도 평창군 봉평면 평온길 14-13,25310,베리온리조트 수영장,321933.091,456364.6714,,
983,1,영업/정상,13,영업중,,,,033-330-5706,,강원특별자치도 평창군 대관령면 횡계리 245-66,강원특별자치도 평창군 대관령면 오목길 107,25342,라마다호텔&스위트평창 수영장,351538.0343,463340.2579,,
984,1,영업/정상,13,영업중,,,,033-655-6565,210-200,강원특별자치도 강릉시 박월동 448-1,강원특별자치도 강릉시 칠성로 491 (박월동),25608,강릉수영장,368617.6495,471539.4407,,
985,1,영업/정상,13,영업중,,,,033-640-4550,210-922,강원특별자치도 강릉시 교동 458-1,강원특별자치도 강릉시 수리골길 76 (교동),25472,강릉국민체육센터,367074.905,476610.9655,,
986,1,영업/정상,13,영업중,,,,033-923-2040,,강원특별자치도 강릉시 강문동 258-4,강원특별자치도 강릉시 해안로 476 (강문동),25460,스카이베이경포호텔 수영장,367974.9518,479654.3142,,
987,1,영업/정상,13,영업중,,,,033-660-9000,,강원특별자치도 강릉시 강문동 1-1 세인트존스 호텔,"강원특별자치도 강릉시 창해로 307, 세인트존스 호텔 16층 (강문동)",25467,세인트존스호텔 인피니티풀,369147.4629,478267.1442,,
988,1,영업/정상,13,영업중,,,,033-646-7999,,강원특별자치도 강릉시 홍제동 637-10,"강원특별자치도 강릉시 사임당로 133, 유천 메타폴리스2 2동 지하2층 201호 (홍제동)",25520,키즈 스플래쉬,364303.566,474340.6281,,
989,1,영업/정상,13,영업중,,,,033-655-7955,,강원특별자치도 강릉시 홍제동 189-4,강원특별자치도 강릉시 홍제로 76 (홍제동),25527,위밍 by 노블스위밍 랩,365986.1682,474125.9379,,
990,1,영업/정상,13,영업중,,,,033-655-7955,,강원특별자치도 강릉시 홍제동 189-4 DS빌딩,"강원특별자치도 강릉시 홍제로 76, DS빌딩 (홍제동)",25527,디에스 빌딩,365986.1682,474125.9379,,
991,1,영업/정상,13,영업중,,,,033-920-0296,,강원특별자치도 강릉시 사천면 사천진리 86-81,강원특별자치도 강릉시 사천면 진리항구2길 5,25435,컨피네스 오션스위트 인피니티 풀,364956.6177,483211.6015,,
992,1,영업/정상,13,영업중,,,,033-662-0972,,강원특별자치도 강릉시 주문진읍 교항리 48-160,강원특별자치도 강릉시 주문진읍 연주로 272,25425,북부 수영장,361194.3292,487596.2866,,
993,1,영업/정상,13,영업중,,,,033-651-4551,,강원특별자치도 강릉시 포남동 산 90-1 강릉아레나,"강원특별자치도 강릉시 수리골길 102, 강릉아레나 (포남동)",25472,아레나 수영장,,,,
994,1,영업/정상,13,영업중,,,,590-7700,,강원특별자치도 정선군 사북읍 사북리 424 강원랜드,"강원특별자치도 정선군 사북읍 하이원길 265, 강원랜드",26154,(주)강원랜드수영장,361518.5132,413851.2676,,
995,1,영업/정상,13,영업중,,,,,,경기도 고양시 일산동구 식사동 1059-5,"경기도 고양시 일산동구 고양대로 1000, 1층 (식사동)",10303,아이스위밍클럽(풍동점),182697.4744,463560.4925,,
996,1,영업/정상,13,영업중,,,,,,인천광역시 연수구 송도동 155 송도아메리칸타운아이파크,"인천광역시 연수구 송도과학로27번길 15, 제지하1층 116호 (송도동, 송도아메리칸타운아이파크)",21982,키즈수영센터,170015.3909,431495.2481,,
997,1,영업/정상,13,영업중,,,,,,"경기도 고양시 덕양구 대자동 103-5 103-5외6필지(103-6,105-2,108-5,109-1,110-8,110-9",경기도 고양시 덕양구 호국로 1475 (대자동),10283,고양워터파크,191000.2587,464625.2227,,
998,1,영업/정상,13,영업중,,,,,,경기도 고양시 덕양구 신원동 637 신원동 주차빌딩 신원주차타워 101-112호,"경기도 고양시 덕양구 신원로 12-8, 신원동 주차빌딩 신원주차타워 101-112호 (신원동)",10571,(주)인풀,190303.6082,462189.1943,,
999,1,영업/정상,13,영업중,,,,,,부산광역시 해운대구 우동 645-6,"부산광역시 해운대구 해운대로570번길 30, 빌리브 패러그라프 38층 (우동)",48093,빌리브 패러그라프 인피니티풀,396474.0726,186664.2096,,
1000,1,영업/정상,13,영업중,,,,,,서울특별시 양천구 신정동 88-5,"서울특별시 양천구 신목로 53, 1층 (신정동)",8010,미진어린이수영장,188656.7838,446479.0589,,
1001,1,영업/정상,13,영업중,,,,,,경기도 김포시 구래동 6879-6,"경기도 김포시 김포한강4로 547, 202호~204호 (구래동)",10071,다가온 수영장,166660.8337,460385.3903,,
1002,1,영업/정상,13,영업중,,,,063-468-8253,,전북특별자치도 군산시 나운동 153-12 나운1차 서호아파트 상가 101호,"전북특별자치도 군산시 의료원로 180, 나운1차 서호아파트 상가 101호 (나운동)",54143,희망찬 키즈 스윔,172620.6273,273449.1705,,
1003,1,영업/정상,13,영업중,,,,,,부산광역시 해운대구 우동 1417 부산유스호스텔아르피나,"부산광역시 해운대구 해운대해변로 35, 부산유스호스텔아르피나 (우동)",48089,부산도시공사 아르피나(수영장),394725.7895,187180.7599,,
1004,1,영업/정상,13,영업중,,,,,,광주광역시 광산구 월계동 756-3 첨단 선경아파트(지하층),"광주광역시 광산구 첨단중앙로181번길 42-25, 지하층 (월계동, 첨단 선경아파트)",62255,호남스포츠클럽,184862.4675,191423.0969,,
1005,1,영업/정상,13,영업중,,,,,,경상북도 영천시 고경면 용전리 388,경상북도 영천시 고경면 고도길 38,38904,드림랜드 오토캠핑장 수영장,380342.1192,277812.7369,,
1006,1,영업/정상,13,영업중,,,,,,부산광역시 수영구 남천동 148-48 케이엠타워,"부산광역시 수영구 남천동로 36, 케이엠타워 지하1층 (남천동)",48309,문키즈스윔스쿨,392378.6654,184491.7275,,
1007,1,영업/정상,13,영업중,,,,,,경기도 고양시 덕양구 향동동 572 골든트리스퀘어 B101호,"경기도 고양시 덕양구 향기2로 21, 골든트리스퀘어 B101호 (향동동)",10546,스퍼트스위밍랩,190434.3839,454559.9328,,
1008,1,영업/정상,13,영업중,,,,,,전라남도 광양시 성황동 4 한석관광농원,"전라남도 광양시 옥정로180번길 76, 한석관광농원 (성황동)",57767,한석관광수영장,262475.8796,163024.7725,,
1009,1,영업/정상,13,영업중,,,,,,강원특별자치도 원주시 봉산동 536,강원특별자치도 원주시 동부순환로 371 (봉산동),26454,타잔B&G  어린이수영장,286391.7952,427847.465,,
1010,1,영업/정상,13,영업중,,,,325669659,,인천광역시 서구 마전동 1003-1 동아아파트,"인천광역시 서구 완정로34번길 22, 동아아파트 상가동 지하1층 비001호 (마전동)",22642,아이쿠아 어린이 수영장,171008.3858,455001.4323,,
1011,1,영업/정상,13,영업중,,,,,,울산광역시 중구 복산동 703 울산비즈파크,"울산광역시 중구 종가로 406-21, 울산비즈파크 D동 164호 (복산동)",44429,파크수영장,410486.0673,231819.5893,,
1012,1,영업/정상,13,영업중,,,,,,경기도 시흥시 월곶동 520-373 시흥에코피아주식회사,"경기도 시흥시 서해안로 900, 시흥에코피아 (월곶동)",14970,사단법인 미래체육연구회,,,,
1013,1,영업/정상,13,영업중,,,,031-299-3106,,경기도 화성시 청계동 564 동탄역 그란비아스타 제비110호,"경기도 화성시 동탄대로 446, 동탄역 그란비아스타 지하1층층 제비1101호 (청계동)",18482,(주)스위머스서브마린동탄점,208811.8575,410176.8617,,
1014,1,영업/정상,13,영업중,,,,031-667-1978,,경기도 평택시 고덕동 1978-1,"경기도 평택시 고덕중앙로 200-18, 지하1층 101,102호 (고덕동)",18014,빌리풀,203930.8609,393903.3455,,
1015,1,영업/정상,13,영업중,,,,054-787-1907,767-843,경상북도 울진군 온정면 선구리 848,경상북도 울진군 온정면 백암온천로 875,,백암산랜드수영장,408608.3817,363171.0611,,
1016,1,영업/정상,13,영업중,,,,032-435-7977,,,"인천광역시 남동구 소래역남로16번길 75, 지하층 101-2호 (논현동, 에코프라자)",21674,블루마린어린이전용수영장(논현점),176289.3011,433115.9547,,
1017,1,영업/정상,13,영업중,,,,032-469-9050,,인천광역시 남동구 만수동 1078-10,"인천광역시 남동구 장승로 14, 지하1층 (만수동, 창대아트빌)",21594,아쿠아 프랜즈,176419.0408,438250.2727,,
1018,1,영업/정상,13,영업중,,,,032-466-0022,,인천광역시 남동구 서창동 687-2 502호,"인천광역시 남동구 서창남로 69, 5층 502호 (서창동)",21614,키즈 앤 쿠아(KIDS & QUA),177684.5479,435937.1362,,
1019,1,영업/정상,13,영업중,,,,032-930-9696,,인천광역시 강화군 강화읍 국화리 46-6 강화국민체육센터,"인천광역시 강화군 강화읍 강화대로 591, 강화국민체육센터",23028,강화국민체육센터,153114.2755,472556.3803,,
1020,1,영업/정상,13,영업중,,,,032-504-4400,403-825,인천광역시 부평구 부평동 798-32,"인천광역시 부평구 부평대로167번길 13, 지하1층 (부평동)",21364,주식회사 라이프키즈스윔,175162.8298,444894.2185,,
1021,1,영업/정상,13,영업중,,,,032-814-4488,406-130,인천광역시 연수구 동춘동 1113-2 지하1층,인천광역시 연수구 동곡재로 16 (동춘동),21963,멤버쉽풀,170969.6537,434873.631,,
1022,1,영업/정상,13,영업중,,,,,,인천광역시 연수구 연수동 577 영남아파트,"인천광역시 연수구 새말로 111, 지1층 (연수동, 영남아파트)",21933,블루라군,171895.5168,435229.18,,
1023,1,영업/정상,13,영업중,,,,814-4488,,"인천광역시 연수구 선학동 352 상가동 지하1,2층","인천광역시 연수구 선학로 101, 상가동 지하1,2층 (선학동, 뉴서울1차아파트)",21910,미라클 스포츠(주),173383.4935,435919.6163,,
1024,1,영업/정상,13,영업중,,,,819-0022,,인천광역시 연수구 송도동 7-50번지 본관동 B109B호,"인천광역시 연수구 갯벌로 12 (송도동, 미추홀타워 본관)",21999,주식회사 블루라군수영장,169347.6225,431201.101,,
1025,1,영업/정상,13,영업중,,,,032-715-7795,,인천광역시 연수구 송도동 187,"인천광역시 연수구 송도문화로 119 (송도동, 인천글로벌캠퍼스)",21985,IGC글로벌캠퍼스 수영장,170520.7442,430406.334,,
1026,1,영업/정상,13,영업중,,,,561-4115,404-260,인천광역시 서구 마전동 산 147번지,인천광역시 서구 완정로92번길 18 (마전동),22633,검단복지회관 수영장,170392.0002,455429.5718,,
1027,1,영업/정상,13,영업중,,,,032-715-6688,404-180,인천광역시 서구 청라동 130-4,"인천광역시 서구 청라에메랄드로 134, 상가동 지하1층 101호 (연희동, 호반베르디움앤영무예다움 )",22735,블루라군,169702.0867,448396.0114,,
1028,1,영업/정상,13,영업중,,,,032-569-4320,,인천광역시 서구 청라동 163-3 홍익파크,"인천광역시 서구 중봉대로586번길 19, 홍익파크 802호 (청라동)",22736,포세이돈 스위밍 아카데미,169175.4125,447818.85,,
1029,1,영업/정상,13,영업중,,,,032-566-9985,,인천광역시 서구 당하동 895-1 상가동 지101호,"인천광역시 서구 서곶로 818, 상가동 지하1층 지하101호 (당하동, 영남탑스빌아파트)",22677,검단오션차일드,171265.7014,454289.2538,,
1030,1,영업/정상,13,영업중,,,,,,인천광역시 서구 경서동 726-1,"인천광역시 서구 경서로 80, 지하 1층 (경서동)",22691,마린어린이수영장,169352.7018,450840.7602,,
1031,1,영업/정상,13,영업중,,,,032-422-4420,402-840,인천광역시 미추홀구 주안동 300-3번지,인천광역시 미추홀구 경인로 434 (주안동),,에이스스포츠센터,172345.5298,439523.86,,
